Date,Open,High,Low,Close,Adj Close,Volume
1972-08-25,0.02115900069475174,0.0215659998357296,0.02115900069475174,0.021484000608325005,0.01173819787800312,7526400
1972-08-28,0.021484000608325005,0.021647000685334206,0.021402999758720398,0.021402999758720398,0.011693932116031647,2918400
1972-08-29,0.02132200077176094,0.02132200077176094,0.02115900069475174,0.02115900069475174,0.011560624465346336,5836800
1972-08-30,0.02115900069475174,0.02115900069475174,0.02099600061774254,0.02115900069475174,0.011560624465346336,1228800
1972-08-31,0.02099600061774254,0.02099600061774254,0.020833000540733337,0.020833000540733337,0.011382503435015678,2611200
1972-09-01,0.020914999768137932,0.02099600061774254,0.020914999768137932,0.02099600061774254,0.011471561156213284,768000
1972-09-05,0.02099600061774254,0.02099600061774254,0.020833000540733337,0.020833000540733337,0.011382503435015678,1689600
1972-09-06,0.02099600061774254,0.02099600061774254,0.02099600061774254,0.02099600061774254,0.011471561156213284,768000
1972-09-07,0.02099600061774254,0.02099600061774254,0.020914999768137932,0.020914999768137932,0.011427313089370728,3532800
1972-09-08,0.020833000540733337,0.020833000540733337,0.02075199969112873,0.02075199969112873,0.011338255368173122,1996800
1972-09-11,0.020914999768137932,0.020914999768137932,0.020914999768137932,0.020914999768137932,0.011427313089370728,2764800
1972-09-12,0.020914999768137932,0.020914999768137932,0.020914999768137932,0.020914999768137932,0.011427313089370728,1843200
1972-09-13,0.020914999768137932,0.020914999768137932,0.020914999768137932,0.020914999768137932,0.011427313089370728,460800
1972-09-14,0.020914999768137932,0.021076999604701996,0.020833000540733337,0.021076999604701996,0.011515813879668713,3840000
1972-09-15,0.02099600061774254,0.02099600061774254,0.020914999768137932,0.020914999768137932,0.011427313089370728,1536000
1972-09-18,0.02099600061774254,0.021076999604701996,0.02099600061774254,0.02099600061774254,0.011471561156213284,3225600
1972-09-19,0.020914999768137932,0.020914999768137932,0.02075199969112873,0.020833000540733337,0.011382503435015678,9369600
1972-09-20,0.020671000704169273,0.020671000704169273,0.020671000704169273,0.020671000704169273,0.011293990537524223,153600
1972-09-21,0.020508000627160072,0.020508000627160072,0.020020000636577606,0.020020000636577606,0.010938308201730251,4300800
1972-09-22,0.019937999546527863,0.019937999546527863,0.019286999478936195,0.019286999478936195,0.01053781807422638,2611200
1972-09-25,0.019206000491976738,0.019206000491976738,0.018717000260949135,0.018717000260949135,0.010226385667920113,2918400
1972-09-26,0.018717000260949135,0.018717000260949135,0.01855500042438507,0.018635999411344528,0.010182123631238937,2150400
1972-09-27,0.018472999334335327,0.018472999334335327,0.01822900027036667,0.01822900027036667,0.009959760122001171,1996800
1972-09-28,0.01855500042438507,0.018880000337958336,0.01855500042438507,0.018717000260949135,0.010226385667920113,4300800
1972-09-29,0.018880000337958336,0.01896199956536293,0.018880000337958336,0.01896199956536293,0.010360248386859894,768000
1972-10-02,0.019123999401926994,0.019857000559568405,0.019123999401926994,0.019857000559568405,0.010849252343177795,4915200
1972-10-03,0.020020000636577606,0.02018200047314167,0.020020000636577606,0.02018200047314167,0.011026824824512005,1536000
1972-10-04,0.020263999700546265,0.02075199969112873,0.020263999700546265,0.02058899961411953,0.011249188333749771,4608000
1972-10-05,0.0204670000821352,0.0204670000821352,0.020020000636577606,0.020020000636577606,0.010938308201730251,4147200
1972-10-06,0.019937999546527863,0.019937999546527863,0.019206000491976738,0.019206000491976738,0.010493563488125801,29337600
1972-10-09,0.019368000328540802,0.019531000405550003,0.019368000328540802,0.019531000405550003,0.010671140626072884,3840000
1972-10-10,0.019531000405550003,0.019531000405550003,0.019531000405550003,0.019531000405550003,0.010671140626072884,0
1972-10-11,0.019531000405550003,0.019612999632954597,0.019368000328540802,0.019612999632954597,0.010715929791331291,1382400
1972-10-12,0.019531000405550003,0.019531000405550003,0.019449999555945396,0.019449999555945396,0.010626875795423985,1075200
1972-10-13,0.019449999555945396,0.019449999555945396,0.019449999555945396,0.019449999555945396,0.010626875795423985,153600
1972-10-16,0.019368000328540802,0.019368000328540802,0.01896199956536293,0.01896199956536293,0.010360248386859894,1996800
1972-10-17,0.01896199956536293,0.019368000328540802,0.01879899948835373,0.019286999478936195,0.01053781807422638,7372800
1972-10-18,0.019449999555945396,0.020833000540733337,0.019449999555945396,0.020671000704169273,0.011293990537524223,23347200
1972-10-19,0.020671000704169273,0.020833000540733337,0.020671000704169273,0.02075199969112873,0.011338255368173122,31795200
1972-10-20,0.02058899961411953,0.02058899961411953,0.02058899961411953,0.02058899961411953,0.011249188333749771,153600
1972-10-23,0.02058899961411953,0.02058899961411953,0.020508000627160072,0.020508000627160072,0.011204934678971767,1382400
1972-10-24,0.02058899961411953,0.02058899961411953,0.02058899961411953,0.02058899961411953,0.011249188333749771,307200
1972-10-25,0.02042599953711033,0.02042599953711033,0.02018200047314167,0.02018200047314167,0.011026824824512005,3686400
1972-10-26,0.02034500055015087,0.02034500055015087,0.02034500055015087,0.02034500055015087,0.011115878820419312,153600
1972-10-27,0.02042599953711033,0.02042599953711033,0.02042599953711033,0.02042599953711033,0.011160134337842464,614400
1972-10-30,0.02042599953711033,0.020508000627160072,0.020263999700546265,0.02034500055015087,0.011115878820419312,3993600
1972-10-31,0.02042599953711033,0.02099600061774254,0.02042599953711033,0.02099600061774254,0.011471561156213284,2150400
1972-11-01,0.021239999681711197,0.021973000839352608,0.021239999681711197,0.021973000839352608,0.012005367316305637,6758400
1972-11-02,0.022135000675916672,0.022379999980330467,0.022135000675916672,0.022135000675916672,0.012093883007764816,2150400
