Date,Open,High,Low,Close,Adj Close,Volume
1997-09-17,5.1671462059021,5.436736106872559,5.1671462059021,5.2345428466796875,3.6532976627349854,29185406
1997-09-18,5.30194091796875,5.414269924163818,5.257009029388428,5.414269924163818,3.7787318229675293,6731884
1997-09-19,5.403037071228027,5.571530818939209,5.403037071228027,5.436736106872559,3.7944116592407227,3440221
1997-09-22,5.391804218292236,5.459201812744141,5.3805718421936035,5.391804218292236,3.763052463531494,5831072
1997-09-23,5.391804218292236,5.414269924163818,5.3805718421936035,5.391804218292236,3.763052463531494,2738601
1997-09-24,5.403037071228027,5.414269924163818,5.3805718421936035,5.391804218292236,3.763052463531494,2575576
1997-09-25,5.391804218292236,5.47043514251709,5.391804218292236,5.47043514251709,3.8179314136505127,1005971
1997-09-26,5.459201812744141,5.6164631843566895,5.44796895980835,5.60522985458374,3.9120075702667236,1636372
1997-09-29,5.6164631843566895,5.683860778808594,5.6164631843566895,5.683860778808594,3.966886043548584,1708148
1997-09-30,5.740025043487549,5.998382091522217,5.728792190551758,5.818655967712402,4.060963153839111,4639263
1997-10-01,5.829888820648193,5.829888820648193,5.571530818939209,5.571530818939209,3.8884880542755127,3525907
1997-10-02,5.593997001647949,5.60522985458374,5.481667995452881,5.549065113067627,3.872809410095215,1870617
1997-10-03,5.60522985458374,5.661395072937012,5.571530818939209,5.6276960372924805,3.92768931388855,2065357
1997-10-06,5.60522985458374,5.796189785003662,5.60522985458374,5.75125789642334,4.013923645019531,7842458
1997-10-07,5.796189785003662,5.886053085327148,5.504134178161621,5.593997001647949,3.9041690826416016,21602230
1997-10-08,5.593997001647949,5.6164631843566895,5.481667995452881,5.515367031097412,3.849289894104004,16664736
1997-10-09,5.504134178161621,5.75125789642334,5.403037071228027,5.740025043487549,4.006083965301514,12844494
1997-10-10,5.549065113067627,5.740025043487549,5.526599884033203,5.672627925872803,3.9590470790863037,10308979
1997-10-13,5.683860778808594,5.762491226196289,5.672627925872803,5.762491226196289,4.021763324737549,10520968
1997-10-14,5.717558860778809,5.829888820648193,5.706326007843018,5.728792190551758,3.998243808746338,17077029
1997-10-15,5.593997001647949,5.717558860778809,5.593997001647949,5.706326007843018,3.982567071914673,9048733
1997-10-16,5.75125789642334,5.77372407913208,5.661395072937012,5.706326007843018,3.982567071914673,9002552
1997-10-17,5.6164631843566895,5.6389288902282715,5.44796895980835,5.60522985458374,3.9120075702667236,6431428
1997-10-20,5.582764148712158,5.829888820648193,5.582764148712158,5.796189785003662,4.045282363891602,7995468
